date,time,year,month,day,mins,hour,NDSI,AEI,ADI,BI,ACI,period,season
2021-12-15,15:30:00,2021,12,15,30,15,0.397154371742257,0.449724,1.944988,1.65809692275516,1818.20472829886,afternoon,Summer
2021-12-15,15:40:00,2021,12,15,40,15,0.799489821079859,0.137006,2.268596,3.37557412028634,1844.13572255887,afternoon,Summer
2021-12-15,15:50:00,2021,12,15,50,15,0.426304955427675,0.691499,1.348907,1.66514980839278,1817.63463972992,afternoon,Summer
2021-12-15,16:00:00,2021,12,15,0,16,0.81890690803563,0.210631,2.215177,2.4260076653834,1852.10856551344,afternoon,Summer
2021-12-15,16:10:00,2021,12,15,10,16,0.641309206656117,0.102303,2.283754,3.13225171457132,1867.2369859532,afternoon,Summer
2021-12-15,16:20:00,2021,12,15,20,16,0.687067587237847,0.640515,1.349517,1.01296701252386,1904.36785608089,afternoon,Summer
2021-12-15,16:30:00,2021,12,15,30,16,0.588534499590448,0.182077,2.243179,2.16298568318404,1878.43482104193,afternoon,Summer
2021-12-15,16:40:00,2021,12,15,40,16,0.574675712309398,0.113784,2.280758,2.81267564358463,1838.21420397955,afternoon,Summer
2021-12-15,16:50:00,2021,12,15,50,16,0.766688986369144,0.074261,2.293017,2.86478196622938,1828.99124120095,afternoon,Summer
2021-12-15,17:00:00,2021,12,15,0,17,0.69196939969694,0.059347,2.296248,2.7243020405254,1830.39290909001,afternoon,Summer
2021-12-15,17:10:00,2021,12,15,10,17,0.472674727463005,0.093236,2.286542,1.2864252893398,1814.25277596182,afternoon,Summer
2021-12-15,17:20:00,2021,12,15,20,17,0.454075347359009,0.406753,1.989512,1.25898323569882,1813.58001656901,afternoon,Summer
2021-12-15,17:30:00,2021,12,15,30,17,0.384658038175337,0.075393,2.292791,1.27922386403422,1816.51149516443,afternoon,Summer
2021-12-15,17:40:00,2021,12,15,40,17,0.510357822187895,0.074342,2.29316,2.42699508478281,1825.83100653253,afternoon,Summer
2021-12-15,17:50:00,2021,12,15,50,17,0.268034413720996,0.773649,0.941148,1.80517895655868,1833.54782486655,afternoon,Summer
